baseline-CC,baseline-ACC,baseline-MS,baseline-DyS,real_baseline
0.48,0.48,0.48,0.47,0.47
0.48,0.48,0.48,0.47,0.47
0.48,0.48,0.48,0.47,0.49
0.5,0.5,0.5,0.49,0.49
0.5,0.5,0.5,0.49,0.51
0.5,0.5,0.5,0.49,0.49
0.48,0.48,0.48,0.47,0.49
0.48,0.48,0.48,0.47,0.47
0.48,0.48,0.48,0.47,0.47
0.48,0.48,0.48,0.47,0.47
0.48,0.48,0.48,0.47,0.47
0.5,0.5,0.5,0.49,0.49
0.5,0.5,0.5,0.49,0.51
0.5,0.5,0.5,0.49,0.51
0.5,0.5,0.5,0.49,0.49
0.5,0.5,0.5,0.49,0.51
0.5,0.5,0.5,0.49,0.49
0.5,0.5,0.5,0.49,0.49
0.48,0.48,0.48,0.47,0.49
0.46,0.46,0.46,0.46,0.49
0.44,0.44,0.44,0.44,0.47
0.46,0.46,0.46,0.45,0.47
0.44,0.44,0.44,0.43,0.47
0.46,0.46,0.46,0.45,0.47
0.44,0.44,0.44,0.43,0.47
0.46,0.46,0.46,0.45,0.47
0.46,0.46,0.46,0.45,0.49
0.48,0.48,0.48,0.47,0.49
0.5,0.5,0.5,0.5,0.51
0.52,0.52,0.52,0.51,0.53
0.5,0.5,0.5,0.49,0.53
0.48,0.48,0.48,0.47,0.51
0.5,0.5,0.49,0.49,0.51
0.52,0.52,0.52,0.51,0.53
0.52,0.52,0.52,0.51,0.55
0.54,0.54,0.54,0.53,0.55
0.52,0.52,0.52,0.51,0.55
0.5,0.5,0.49,0.49,0.53
0.48,0.48,0.47,0.47,0.51
0.5,0.5,0.49,0.49,0.51
0.5,0.5,0.49,0.49,0.53
0.5,0.5,0.49,0.49,0.51
0.5,0.5,0.49,0.49,0.51
0.5,0.5,0.49,0.49,0.51
0.5,0.5,0.49,0.49,0.51
0.52,0.52,0.51,0.51,0.53
0.52,0.52,0.51,0.51,0.55
0.52,0.52,0.51,0.51,0.55
0.52,0.52,0.51,0.51,0.55
0.52,0.52,0.51,0.51,0.55
0.52,0.52,0.51,0.51,0.55
0.54,0.54,0.53,0.53,0.55
0.52,0.52,0.51,0.51,0.55
0.5,0.5,0.48,0.48,0.53
0.48,0.48,0.46,0.46,0.53
0.5,0.5,0.48,0.48,0.53
0.52,0.52,0.51,0.5,0.55
0.52,0.52,0.51,0.5,0.55
0.52,0.52,0.52,0.5,0.55
0.52,0.52,0.52,0.5,0.55
0.52,0.52,0.52,0.5,0.55
0.52,0.52,0.52,0.5,0.57
0.52,0.52,0.52,0.51,0.57
0.52,0.52,0.52,0.51,0.57
0.52,0.52,0.52,0.51,0.55
0.52,0.52,0.52,0.51,0.57
0.52,0.52,0.52,0.51,0.55
0.52,0.52,0.52,0.51,0.55
0.52,0.52,0.52,0.51,0.55
0.54,0.54,0.54,0.53,0.57
0.54,0.54,0.54,0.53,0.55
0.54,0.54,0.54,0.54,0.57
0.56,0.56,0.56,0.56,0.57
0.54,0.54,0.54,0.54,0.57
0.54,0.54,0.54,0.54,0.55
0.52,0.52,0.52,0.51,0.55
0.52,0.52,0.52,0.51,0.55
0.5,0.5,0.5,0.49,0.53
0.5,0.5,0.49,0.49,0.53
0.48,0.48,0.48,0.47,0.51
0.48,0.48,0.48,0.47,0.49
0.5,0.5,0.49,0.49,0.51
0.48,0.48,0.48,0.47,0.51
0.48,0.48,0.48,0.47,0.51
0.46,0.46,0.45,0.45,0.49
0.46,0.46,0.45,0.45,0.49
0.48,0.48,0.48,0.47,0.49
0.48,0.48,0.48,0.47,0.49
0.5,0.5,0.5,0.5,0.51
0.5,0.5,0.49,0.49,0.53
0.48,0.48,0.47,0.47,0.51
0.5,0.5,0.49,0.49,0.51
0.52,0.52,0.52,0.51,0.53
0.52,0.52,0.52,0.51,0.53
0.52,0.52,0.52,0.51,0.53
0.5,0.5,0.5,0.5,0.53
0.48,0.48,0.48,0.48,0.51
0.48,0.48,0.48,0.48,0.51
0.48,0.48,0.48,0.47,0.51
0.48,0.48,0.48,0.47,0.51
0.46,0.46,0.46,0.45,0.49
0.44,0.44,0.44,0.43,0.47
0.46,0.46,0.46,0.46,0.47
0.46,0.46,0.46,0.46,0.47
0.48,0.48,0.48,0.48,0.49
0.46,0.46,0.46,0.46,0.47
0.46,0.46,0.46,0.46,0.47
0.48,0.48,0.49,0.48,0.47
0.5,0.5,0.5,0.5,0.49
0.52,0.52,0.52,0.52,0.51
0.54,0.54,0.54,0.54,0.53
0.52,0.52,0.52,0.52,0.53
0.5,0.5,0.5,0.5,0.51
0.5,0.5,0.5,0.5,0.51
0.5,0.5,0.5,0.5,0.49
0.48,0.48,0.48,0.48,0.49
0.5,0.5,0.5,0.5,0.49
0.52,0.52,0.52,0.52,0.51
0.54,0.54,0.54,0.54,0.53
0.54,0.54,0.54,0.54,0.55
0.56,0.56,0.56,0.56,0.55
0.54,0.54,0.54,0.54,0.55
0.54,0.54,0.54,0.54,0.55
0.56,0.56,0.56,0.56,0.55
0.58,0.59,0.58,0.58,0.57
0.58,0.59,0.58,0.58,0.57
0.58,0.59,0.58,0.58,0.59
0.6,0.61,0.6,0.6,0.59
0.58,0.59,0.58,0.58,0.59
0.6,0.61,0.6,0.6,0.59
0.6,0.61,0.6,0.6,0.59
0.6,0.61,0.6,0.6,0.61
0.62,0.63,0.62,0.62,0.61
0.62,0.63,0.62,0.62,0.63
0.64,0.65,0.64,0.64,0.63
0.62,0.63,0.62,0.62,0.63
0.6,0.61,0.6,0.6,0.61
0.62,0.63,0.61,0.61,0.61
0.6,0.61,0.59,0.59,0.61
0.6,0.61,0.59,0.6,0.61
0.62,0.63,0.61,0.62,0.61
0.62,0.63,0.61,0.62,0.63
0.62,0.63,0.61,0.62,0.63
0.64,0.65,0.64,0.64,0.63
0.66,0.67,0.66,0.66,0.65
0.68,0.69,0.68,0.68,0.67
0.7,0.71,0.69,0.7,0.69
0.7,0.71,0.69,0.7,0.71
0.7,0.71,0.7,0.7,0.71
0.68,0.69,0.67,0.68,0.69
0.7,0.71,0.7,0.7,0.69
0.72,0.73,0.71,0.71,0.71
0.7,0.71,0.69,0.69,0.73
0.7,0.71,0.7,0.7,0.71
0.7,0.71,0.7,0.7,0.73
0.72,0.73,0.72,0.72,0.73
0.7,0.71,0.7,0.69,0.73
0.7,0.71,0.7,0.69,0.73
0.68,0.69,0.68,0.67,0.71
0.66,0.67,0.66,0.66,0.71
0.66,0.67,0.66,0.66,0.71
0.68,0.69,0.68,0.68,0.71
0.7,0.71,0.7,0.7,0.73
0.68,0.69,0.68,0.68,0.73
0.7,0.71,0.7,0.7,0.73
0.72,0.73,0.72,0.73,0.75
0.7,0.71,0.7,0.7,0.75
0.7,0.71,0.7,0.7,0.75
0.7,0.71,0.7,0.7,0.75
0.68,0.69,0.68,0.68,0.73
0.66,0.67,0.66,0.66,0.71
0.66,0.67,0.66,0.66,0.69
0.64,0.65,0.63,0.63,0.69
0.64,0.65,0.63,0.63,0.69
0.62,0.63,0.61,0.61,0.67
0.62,0.63,0.61,0.61,0.65
0.62,0.63,0.61,0.62,0.67
0.62,0.63,0.61,0.62,0.67
0.64,0.65,0.63,0.64,0.67
0.62,0.63,0.61,0.62,0.67
0.64,0.65,0.63,0.64,0.67
0.64,0.65,0.64,0.65,0.69
0.62,0.63,0.62,0.62,0.67
0.62,0.63,0.62,0.62,0.67
0.62,0.63,0.62,0.62,0.67
0.64,0.65,0.64,0.65,0.67
0.64,0.65,0.64,0.65,0.67
0.62,0.63,0.63,0.63,0.67
0.62,0.63,0.64,0.64,0.67
0.6,0.61,0.61,0.61,0.67
0.58,0.59,0.59,0.59,0.65
0.58,0.59,0.59,0.59,0.65
0.58,0.59,0.59,0.59,0.65
0.56,0.56,0.57,0.58,0.63
0.54,0.54,0.55,0.56,0.61
0.52,0.52,0.53,0.53,0.59
0.52,0.52,0.53,0.53,0.59
0.52,0.52,0.53,0.53,0.59
0.5,0.5,0.51,0.51,0.57
0.52,0.52,0.53,0.53,0.57
0.52,0.52,0.53,0.53,0.59
0.5,0.5,0.51,0.51,0.57
0.52,0.52,0.53,0.53,0.57
0.52,0.52,0.53,0.53,0.55
0.52,0.52,0.53,0.53,0.57
0.5,0.5,0.51,0.51,0.55
0.52,0.52,0.53,0.53,0.55
0.5,0.5,0.51,0.5,0.55
0.52,0.52,0.53,0.52,0.53
0.54,0.54,0.55,0.54,0.55
0.54,0.54,0.55,0.54,0.55
0.52,0.52,0.53,0.52,0.53
0.5,0.5,0.51,0.5,0.51
0.52,0.52,0.53,0.52,0.51
0.52,0.52,0.52,0.52,0.53
0.5,0.5,0.5,0.5,0.51
0.52,0.52,0.52,0.52,0.51
0.52,0.52,0.52,0.52,0.53
0.5,0.5,0.5,0.5,0.51
0.5,0.5,0.5,0.5,0.49
0.52,0.52,0.52,0.52,0.51
0.52,0.52,0.52,0.52,0.51
0.52,0.52,0.52,0.52,0.51
0.5,0.5,0.5,0.5,0.51
0.5,0.5,0.5,0.5,0.49
0.52,0.52,0.52,0.52,0.51
0.5,0.5,0.5,0.5,0.51
0.5,0.5,0.5,0.5,0.51
0.5,0.5,0.5,0.5,0.51
0.52,0.52,0.52,0.52,0.51
0.52,0.52,0.52,0.52,0.53
0.5,0.5,0.49,0.5,0.51
0.52,0.52,0.52,0.52,0.51
0.52,0.52,0.52,0.52,0.53
0.52,0.52,0.52,0.52,0.53
0.52,0.52,0.52,0.51,0.53
0.54,0.54,0.54,0.53,0.53
0.56,0.56,0.56,0.56,0.55
0.56,0.56,0.55,0.55,0.55
0.58,0.59,0.57,0.57,0.55
0.6,0.61,0.6,0.59,0.57
0.58,0.59,0.57,0.57,0.57
0.56,0.56,0.55,0.55,0.55
0.58,0.59,0.57,0.56,0.55
0.6,0.61,0.59,0.59,0.57
0.62,0.63,0.61,0.61,0.59
0.6,0.61,0.59,0.59,0.59
0.6,0.61,0.59,0.59,0.59
0.6,0.61,0.59,0.59,0.57
0.58,0.59,0.57,0.57,0.57
0.58,0.59,0.57,0.57,0.57
0.6,0.61,0.59,0.58,0.57
0.58,0.59,0.57,0.56,0.57
0.6,0.61,0.59,0.58,0.57
0.58,0.59,0.57,0.56,0.57
