baseline-CC,baseline-ACC,baseline-MS,baseline-DyS,real_baseline
0.51,0.54,0.54,0.55,0.51
0.5,0.53,0.53,0.55,0.51
0.5,0.53,0.53,0.55,0.5
0.5,0.53,0.53,0.55,0.5
0.5,0.53,0.53,0.55,0.5
0.5,0.53,0.53,0.55,0.5
0.5,0.53,0.53,0.55,0.5
0.5,0.53,0.53,0.55,0.5
0.5,0.53,0.53,0.55,0.5
0.5,0.53,0.53,0.55,0.5
0.5,0.53,0.53,0.55,0.5
0.5,0.53,0.53,0.55,0.5
0.5,0.53,0.53,0.55,0.49
0.5,0.53,0.53,0.55,0.49
0.5,0.53,0.53,0.55,0.49
0.5,0.53,0.53,0.55,0.49
0.5,0.53,0.53,0.55,0.49
0.5,0.53,0.53,0.55,0.49
0.5,0.53,0.53,0.55,0.49
0.5,0.53,0.53,0.55,0.49
0.5,0.53,0.53,0.55,0.49
0.5,0.52,0.52,0.54,0.49
0.5,0.53,0.53,0.55,0.49
0.5,0.53,0.53,0.55,0.49
0.5,0.53,0.53,0.54,0.49
0.5,0.53,0.53,0.55,0.49
0.5,0.53,0.53,0.55,0.5
0.5,0.53,0.53,0.55,0.5
0.5,0.53,0.53,0.55,0.5
0.5,0.52,0.52,0.54,0.49
0.5,0.52,0.52,0.54,0.49
0.5,0.52,0.52,0.54,0.49
0.5,0.52,0.52,0.54,0.49
0.5,0.52,0.52,0.54,0.49
0.5,0.52,0.52,0.54,0.49
0.5,0.52,0.52,0.54,0.49
0.5,0.52,0.52,0.55,0.49
0.5,0.52,0.52,0.55,0.49
0.5,0.52,0.52,0.55,0.49
0.5,0.52,0.52,0.54,0.49
0.5,0.52,0.52,0.54,0.49
0.49,0.52,0.52,0.54,0.49
0.49,0.51,0.51,0.53,0.49
0.49,0.51,0.51,0.53,0.49
0.49,0.51,0.51,0.53,0.49
0.49,0.51,0.51,0.53,0.48
0.49,0.51,0.51,0.53,0.48
0.49,0.51,0.51,0.53,0.48
0.49,0.51,0.51,0.53,0.48
0.49,0.5,0.5,0.53,0.48
0.49,0.5,0.5,0.53,0.48
0.48,0.5,0.5,0.52,0.48
0.48,0.49,0.49,0.52,0.48
0.48,0.49,0.49,0.52,0.48
0.48,0.49,0.49,0.52,0.47
0.48,0.49,0.49,0.52,0.47
0.48,0.49,0.49,0.52,0.47
0.48,0.49,0.49,0.52,0.47
0.48,0.49,0.49,0.51,0.47
0.48,0.49,0.49,0.51,0.47
0.48,0.49,0.51,0.52,0.47
0.48,0.49,0.51,0.51,0.47
0.48,0.49,0.51,0.51,0.47
0.48,0.48,0.5,0.51,0.47
0.48,0.48,0.5,0.51,0.46
0.48,0.48,0.5,0.51,0.46
0.48,0.48,0.5,0.51,0.46
0.48,0.48,0.5,0.51,0.46
0.47,0.48,0.5,0.51,0.46
0.47,0.48,0.49,0.5,0.46
0.47,0.47,0.49,0.5,0.46
0.47,0.47,0.49,0.5,0.46
0.47,0.47,0.49,0.5,0.46
0.47,0.47,0.49,0.5,0.46
0.47,0.48,0.49,0.5,0.46
0.47,0.48,0.49,0.5,0.46
0.47,0.48,0.5,0.5,0.46
0.47,0.48,0.5,0.5,0.46
0.47,0.48,0.5,0.5,0.46
0.48,0.48,0.5,0.51,0.46
0.48,0.48,0.5,0.51,0.46
0.48,0.48,0.5,0.51,0.46
0.48,0.49,0.51,0.51,0.46
0.48,0.48,0.5,0.51,0.46
0.48,0.48,0.5,0.51,0.46
0.47,0.48,0.5,0.5,0.46
0.47,0.48,0.49,0.5,0.46
0.47,0.48,0.5,0.5,0.46
0.47,0.48,0.5,0.5,0.46
0.47,0.48,0.49,0.5,0.46
0.47,0.48,0.49,0.5,0.46
0.47,0.47,0.49,0.49,0.46
0.47,0.47,0.49,0.49,0.45
0.47,0.47,0.48,0.49,0.45
0.46,0.46,0.48,0.49,0.45
0.46,0.46,0.48,0.48,0.45
0.46,0.46,0.48,0.48,0.45
0.46,0.46,0.47,0.48,0.45
0.46,0.46,0.47,0.48,0.45
0.46,0.46,0.48,0.48,0.45
0.46,0.46,0.47,0.48,0.45
0.46,0.45,0.47,0.48,0.45
0.46,0.45,0.47,0.48,0.45
0.46,0.46,0.47,0.48,0.45
0.46,0.46,0.47,0.48,0.45
0.46,0.46,0.47,0.48,0.45
0.46,0.45,0.47,0.48,0.45
0.46,0.45,0.47,0.48,0.44
0.45,0.45,0.46,0.47,0.44
0.45,0.45,0.46,0.47,0.44
0.45,0.44,0.46,0.47,0.44
0.45,0.44,0.46,0.47,0.44
0.45,0.44,0.45,0.46,0.43
0.45,0.44,0.45,0.46,0.43
0.45,0.43,0.45,0.46,0.43
0.45,0.43,0.45,0.46,0.43
0.45,0.43,0.45,0.46,0.43
0.45,0.44,0.45,0.46,0.43
0.45,0.44,0.45,0.46,0.43
0.45,0.44,0.45,0.46,0.42
0.45,0.43,0.45,0.46,0.42
