baseline-CC,baseline-ACC,baseline-MS,baseline-DyS,real_baseline
0.48,0.47,0.48,0.47,0.47
0.5,0.49,0.5,0.49,0.49
0.48,0.47,0.48,0.47,0.49
0.5,0.49,0.5,0.49,0.49
0.48,0.47,0.48,0.47,0.49
0.48,0.47,0.48,0.47,0.47
0.46,0.45,0.46,0.45,0.47
0.46,0.45,0.46,0.45,0.45
0.48,0.47,0.48,0.47,0.47
0.5,0.49,0.5,0.49,0.49
0.5,0.49,0.5,0.49,0.49
0.52,0.52,0.52,0.52,0.51
0.52,0.52,0.52,0.52,0.53
0.52,0.52,0.52,0.52,0.53
0.52,0.52,0.52,0.52,0.51
0.5,0.49,0.5,0.5,0.51
0.52,0.52,0.52,0.52,0.51
0.52,0.52,0.52,0.52,0.51
0.52,0.52,0.52,0.52,0.53
0.5,0.49,0.5,0.5,0.51
0.48,0.47,0.48,0.48,0.51
0.5,0.49,0.5,0.5,0.51
0.5,0.49,0.5,0.5,0.53
0.52,0.52,0.52,0.52,0.53
0.52,0.52,0.52,0.52,0.55
0.54,0.54,0.54,0.54,0.55
0.52,0.52,0.52,0.52,0.55
0.54,0.54,0.54,0.54,0.55
0.56,0.56,0.57,0.56,0.57
0.56,0.56,0.57,0.56,0.57
0.56,0.56,0.57,0.56,0.59
0.56,0.56,0.57,0.56,0.59
0.56,0.56,0.57,0.56,0.57
0.58,0.58,0.58,0.58,0.59
0.56,0.56,0.56,0.56,0.59
0.56,0.56,0.56,0.56,0.57
0.56,0.56,0.56,0.56,0.59
0.54,0.54,0.54,0.54,0.57
0.52,0.52,0.52,0.52,0.55
0.52,0.52,0.52,0.52,0.53
0.5,0.49,0.49,0.5,0.53
0.52,0.52,0.52,0.52,0.53
0.54,0.54,0.54,0.54,0.55
0.54,0.54,0.54,0.54,0.55
0.54,0.54,0.54,0.54,0.55
0.54,0.54,0.54,0.54,0.55
0.52,0.52,0.52,0.52,0.55
0.5,0.49,0.49,0.5,0.53
0.5,0.49,0.49,0.5,0.53
0.48,0.47,0.47,0.47,0.53
0.46,0.45,0.45,0.45,0.51
0.44,0.43,0.43,0.43,0.49
0.44,0.43,0.43,0.43,0.47
0.42,0.41,0.41,0.41,0.47
0.44,0.43,0.43,0.43,0.47
0.46,0.45,0.45,0.45,0.49
0.48,0.47,0.47,0.47,0.51
0.48,0.47,0.47,0.47,0.51
0.48,0.47,0.47,0.47,0.53
0.48,0.47,0.47,0.47,0.53
0.5,0.49,0.49,0.49,0.53
0.5,0.49,0.49,0.49,0.55
0.48,0.47,0.47,0.47,0.53
0.46,0.45,0.45,0.45,0.51
0.48,0.47,0.47,0.47,0.51
0.48,0.47,0.47,0.47,0.51
0.46,0.45,0.45,0.45,0.51
0.48,0.47,0.47,0.47,0.51
0.48,0.47,0.47,0.47,0.53
0.48,0.47,0.47,0.47,0.51
0.48,0.47,0.47,0.47,0.51
0.48,0.47,0.47,0.47,0.51
0.48,0.47,0.47,0.47,0.51
0.48,0.47,0.47,0.47,0.51
0.48,0.47,0.47,0.47,0.51
0.48,0.47,0.47,0.47,0.51
0.48,0.47,0.47,0.47,0.49
0.48,0.47,0.47,0.48,0.49
0.46,0.45,0.46,0.45,0.47
0.48,0.47,0.47,0.48,0.47
0.46,0.45,0.46,0.45,0.47
0.46,0.45,0.46,0.45,0.47
0.48,0.47,0.48,0.48,0.47
0.48,0.47,0.48,0.48,0.49
0.5,0.49,0.5,0.5,0.49
0.52,0.52,0.52,0.52,0.51
0.52,0.52,0.52,0.52,0.53
0.54,0.54,0.54,0.54,0.53
0.56,0.56,0.56,0.56,0.55
0.56,0.56,0.56,0.56,0.55
0.58,0.58,0.59,0.58,0.57
0.56,0.56,0.56,0.56,0.57
0.54,0.54,0.54,0.54,0.55
0.56,0.56,0.56,0.56,0.55
0.58,0.58,0.59,0.58,0.57
0.58,0.58,0.59,0.58,0.57
0.6,0.6,0.61,0.6,0.59
0.62,0.62,0.63,0.62,0.61
0.62,0.62,0.63,0.62,0.63
0.62,0.62,0.63,0.62,0.61
0.62,0.62,0.63,0.62,0.59
0.64,0.65,0.65,0.64,0.61
0.64,0.65,0.65,0.64,0.61
0.64,0.65,0.65,0.64,0.61
0.62,0.62,0.63,0.62,0.61
0.62,0.62,0.63,0.62,0.61
0.6,0.6,0.61,0.6,0.59
0.6,0.6,0.61,0.6,0.57
0.58,0.58,0.59,0.58,0.57
0.56,0.56,0.56,0.56,0.55
0.56,0.56,0.56,0.56,0.55
0.56,0.56,0.56,0.56,0.55
0.56,0.56,0.56,0.56,0.53
0.56,0.56,0.56,0.56,0.53
0.54,0.54,0.54,0.54,0.53
0.56,0.56,0.56,0.56,0.51
0.56,0.56,0.56,0.56,0.51
0.54,0.54,0.54,0.54,0.51
0.54,0.54,0.54,0.54,0.51
0.54,0.54,0.54,0.54,0.49
0.54,0.54,0.54,0.54,0.49
0.52,0.52,0.52,0.52,0.49
0.5,0.49,0.51,0.5,0.47
0.48,0.47,0.48,0.48,0.45
0.46,0.45,0.46,0.46,0.43
0.46,0.45,0.46,0.46,0.43
0.46,0.45,0.46,0.46,0.41
0.44,0.43,0.44,0.44,0.41
0.44,0.43,0.44,0.44,0.41
0.44,0.43,0.44,0.43,0.43
0.46,0.45,0.46,0.45,0.43
0.46,0.45,0.46,0.45,0.45
0.46,0.45,0.46,0.45,0.45
0.44,0.43,0.44,0.43,0.43
0.44,0.43,0.44,0.43,0.43
0.42,0.41,0.41,0.41,0.41
0.42,0.41,0.41,0.41,0.41
0.4,0.39,0.39,0.39,0.39
0.4,0.39,0.39,0.39,0.39
0.42,0.41,0.41,0.41,0.39
0.4,0.39,0.39,0.39,0.39
0.42,0.41,0.41,0.41,0.39
0.44,0.43,0.44,0.43,0.41
0.44,0.43,0.44,0.43,0.43
0.44,0.43,0.44,0.43,0.43
0.44,0.43,0.44,0.43,0.41
0.42,0.41,0.41,0.41,0.41
0.4,0.39,0.39,0.39,0.39
0.38,0.37,0.37,0.37,0.37
0.4,0.39,0.39,0.39,0.37
0.42,0.41,0.41,0.41,0.39
0.4,0.39,0.39,0.39,0.39
0.4,0.39,0.39,0.39,0.37
0.42,0.41,0.41,0.41,0.39
0.42,0.41,0.41,0.41,0.39
0.42,0.41,0.41,0.41,0.41
0.44,0.43,0.44,0.43,0.41
0.46,0.45,0.46,0.45,0.43
0.48,0.47,0.48,0.47,0.45
0.48,0.47,0.48,0.47,0.45
0.46,0.45,0.46,0.45,0.45
0.44,0.43,0.44,0.43,0.43
0.44,0.43,0.43,0.43,0.41
0.46,0.45,0.46,0.45,0.43
